index,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pm,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,dr2_radial_velocity,dr2_radial_velocity_error,e_Gmag,e_BPmag,e_RPmag,bp_rp,hdbscan
23412,342466608986870272,29.35044886117756,0.017119415,37.287503935355936,0.018172558,2.2258171713286865,0.020529775,15.452369,9.435761498395712,0.023211062,-12.23691621304799,0.025538767,39474.984802775,10.745023,14.196562,16537.808932738317,27.351954,14.792347,32600.68413790877,41.69433,13.4648285,,,0.00029553552839464806,0.0017957038232489565,0.001388591829012975,1.3275185,268
23754,342469804442558464,29.101224293674683,0.060765754,37.15793337782702,0.070227936,2.1873241146941,0.07757945,15.3903475,9.525867716371412,0.08819916,-12.088036459277475,0.12779701,3120.8362297786225,2.8005257,16.951689,750.6781550376925,16.71652,18.149908,3583.874060530185,17.929739,15.862014,,,0.0009743004505754832,0.024177779598038317,0.005431822225160431,2.2878939999999997,268
23790,342470148039940992,29.13069959634896,0.015153614,37.16448084800128,0.017515408,2.242070896485607,0.018859573,16.573553,10.728317126718116,0.022076024,-12.632730969629,0.031797126,46430.05089219493,25.505875,14.020369,21845.50351330011,50.83133,14.490137,35026.35381965654,75.01587,13.386909,,,0.0005964381125886403,0.002526351259581053,0.002325318998654136,1.1032280000000014,268
23862,342470830941498624,29.05154924452438,0.17710318,37.19328799444459,0.22436999,2.160303341301657,0.21835776,15.371061,10.047343180046656,0.3135496,-11.632729978720498,0.5342189,661.0019184930806,1.5989362,18.63686,124.20860485251092,16.924267,20.103163,819.0570535658247,8.761124,17.464611,,,0.002626350806055275,0.14793894064515603,0.011613683661917083,2.638551999999997,268
24270,342474443007226240,29.057124587815935,0.014278685,37.265773754305314,0.017829385,2.3140620899490525,0.018411335,15.579096,9.94477978378094,0.021790024,-11.992062777060866,0.02974408,146979.33069750486,48.13172,12.769226,79813.53373459737,85.69485,13.083351,96316.4695889742,66.567444,12.288644,,,0.00035554897925636086,0.0011657421599162395,0.0007503875953659637,0.7947070000000007,268
24597,342477226146028928,29.166138864200867,0.011949206,37.27476567641577,0.013757517,2.2338715788931225,0.015908884,14.837862,9.278834237123212,0.017221928,-11.578661286947025,0.024494637,88563.36799402932,28.273582,13.319232,45993.64573497136,49.442833,13.681798,60744.459754754695,52.408985,12.789129,,,0.0003466179336999391,0.0011671584845271983,0.0009367493381101606,0.8926689999999997,268
24857,342479420873044480,29.24619793021723,0.20040192,37.36679481757113,0.21267727,2.2216805935581454,0.27326038,15.63202,9.932803427521817,0.31140393,-12.070603002870882,0.3356811,689.0619143752605,1.7389344,18.59172,137.85286036463611,10.288966,19.990004,844.1728855720272,11.129535,17.431816,,,0.0027399918590641256,0.08103642438884928,0.014314294261458782,2.5581879999999977,268
24870,342479695750632960,29.226439537669275,0.049322873,37.39772065346347,0.052400135,2.3173776075613093,0.06383783,15.177792,9.509634709387548,0.068790674,-11.829294796929537,0.08482058,249617.5111507133,141.80156,12.19418,173159.6904206387,599.1485,12.242425,202496.52781728195,254.41858,11.481852,5.001562,3.7955136,0.0006167799962167927,0.003756747409840551,0.0013641293825956541,0.7605730000000008,268
24898,342480004988278784,29.24001305097358,0.01604296,37.38902063218248,0.0172526,2.25792530446578,0.022233946,15.080461,9.72975184787043,0.020770138,-11.5218154543856,0.027751878,897178.761487875,1154.6364,10.805169,548852.015379414,2312.3496,10.989904,509257.9389184316,1343.7812,10.480551,8.721423,4.182958,0.001397302964163549,0.004574277962780976,0.0028649369771474747,0.5093529999999991,268
25220,342483234804070784,29.228855046936225,0.043150917,37.45147831874792,0.048038516,2.272344276500228,0.056110077,15.366627,9.699378446165005,0.059669316,-11.918694097419266,0.07710087,5678.661418644784,4.2398005,16.301752,1517.9012166101963,20.16613,17.385433,6241.027106357183,11.4045105,15.259755,,,0.000810632042383714,0.01442458653518677,0.0019840147681431304,2.125677999999999,268
25355,342484269892379264,29.20255723894724,0.017491005,37.48643408733215,0.020955386,2.326205548103271,0.02334839,15.455015,9.773924302499015,0.023279589,-11.97196294664099,0.03602106,1285056.8577120071,717.96204,10.415061,778478.7841501598,1134.0708,10.610425,735412.1549261588,580.3763,10.081569,6.096719,1.0503397,0.000606601471204865,0.0015816766640123507,0.0008568468131409063,0.5288559999999993,268
26946,342501793358845824,28.63889676802156,0.10269855,37.28579959205882,0.11369443,2.1529144566922542,0.11579612,14.67937,9.128105560462563,0.1402546,-11.496155438223091,0.17761727,1640.474143404622,2.6198099,17.649944,321.18798647120155,8.991597,19.071644,1985.9985448430384,12.904136,16.502949,,,0.00173390264604262,0.030394979926716255,0.007054631375588473,2.568694999999998,268
27530,342508317412808064,28.209316546251863,0.12203627,37.18789135114178,0.10559531,2.092209538360849,0.15265635,15.477014,9.950272604458416,0.122102104,-11.85453550658798,0.124440365,1378.6961925568758,2.081471,17.838696,299.40514341828697,6.198365,19.147894,1616.592512594489,10.018381,16.726395,,,0.0016391779683259545,0.022477200003888052,0.006728547163257493,2.4214990000000007,268
27937,342511925185420416,28.51658402560808,0.116725266,37.25963108557986,0.11367401,2.418981956044594,0.13088259,15.638425,10.244980460650886,0.14377032,-11.815274075387832,0.1748838,1407.6878669376918,2.424293,17.816101,341.5473535128808,10.250176,19.004915,1621.7745708284958,14.3276005,16.72292,,,0.0018698340327161504,0.03258402407127173,0.009591958629745798,2.281995000000002,268
